Latitude_(deg),Longitude_(deg),Activity_concentration,Distance_from_FDNPP,Total_biomass,Tree_height,Elevation,Mushroom_animal_name,Variance_type_inv,Wild_Grown_mushroom,Leaf/ring_age,Slope_aspect,Position_on_slope,Thickness_type_litter,Leaf_habit,Parts_animal,Mushroom_animal_scientific_name,Parts
37.0,140.0,7.392031567514591,52.45,,22.5,370.0,,,,,,,,Evergreen,,,Bark
37.0,140.0,4.418840607796598,52.45,,22.5,370.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,4.912654885736052,52.45,,22.5,370.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,10.368572856625317,52.45,,22.5,370.0,,,,,,,3,Evergreen,,,Litter
37.0,140.0,7.729295674310482,52.45,,22.5,370.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,4.290459441148391,52.45,,22.5,370.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,8.301769763117166,52.45,,22.5,370.0,,,,,,,,Evergreen,,,Leaf
37.0,140.0,7.816416983691801,52.45,,22.5,370.0,,,,,,,,Evergreen,,,Leaf
37.0,140.0,7.496097345175956,18.18,,20.2,520.0,,,,,,,,Evergreen,,,Outer bark
37.0,140.0,6.364750756851911,18.18,,20.2,520.0,,,,,,,,Evergreen,,,Inner bark
37.0,140.0,3.6109179126442243,18.18,,20.2,520.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,2.341805806147327,18.18,,20.2,520.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,9.148571345578551,16.32,,15.4,530.0,,,,,,,,Deciduous,,,Outer bark
37.0,140.0,5.831882477283517,16.32,,15.4,530.0,,,,,,,,Deciduous,,,Inner bark
37.0,140.0,4.290459441148391,16.32,,15.4,530.0,,,,,,,,Deciduous,,,Sapwood
37.0,140.0,2.5649493574615367,16.32,,15.4,530.0,,,,,,,,Deciduous,,,Heartwood
37.0,140.0,4.844187086458591,30.25,,25.0,82.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,4.330733340286331,30.25,,25.0,82.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,6.957497370876951,30.25,,25.0,82.0,,,,,,,,Evergreen,,,Bark
37.0,140.0,5.231108616854587,30.25,,27.0,80.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,4.477336814478207,30.25,,27.0,80.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,7.323830566202317,30.25,,27.0,80.0,,,,,,,,Evergreen,,,Bark
37.0,140.0,6.419994928147142,17.81,,20.0,209.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,5.517452896464707,17.81,,20.0,209.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,8.39795910349254,17.81,,20.0,209.0,,,,,,,,Evergreen,,,Bark
37.0,140.0,6.137727054086234,17.81,,20.0,209.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,5.662960480135946,17.81,,20.0,209.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,8.363109176033522,17.81,,20.0,209.0,,,,,,,,Evergreen,,,Bark
37.0,140.0,7.1372784372603855,17.81,,19.0,204.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,6.202535517187923,17.81,,19.0,204.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,8.741136422901011,17.81,,19.0,204.0,,,,,,,,Evergreen,,,Bark
37.0,140.0,0.0,30.25,,14.0,102.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,4.343805421853684,30.25,,14.0,102.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,7.299797366758161,30.25,,14.0,102.0,,,,,,,,Evergreen,,,Bark
37.0,140.0,5.220355825078324,30.25,,13.0,87.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,5.560681631015528,30.25,,13.0,87.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,7.890956716138919,30.25,,13.0,87.0,,,,,,,,Evergreen,,,Bark
37.0,140.0,5.666426688112432,17.81,,17.0,207.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,6.579251212010101,17.81,,17.0,207.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,8.70167907103957,17.81,,17.0,207.0,,,,,,,,Evergreen,,,Bark
37.0,140.0,4.04305126783455,17.81,,23.0,207.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,6.569481420414296,17.81,,23.0,207.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,8.700014623251842,17.81,,23.0,207.0,,,,,,,,Evergreen,,,Bark
37.0,140.0,5.231108616854587,17.81,,18.0,212.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,6.023447592961033,17.81,,18.0,212.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,8.313852267398207,17.81,,18.0,212.0,,,,,,,,Evergreen,,,Bark
37.0,140.0,0.0,30.25,,27.0,84.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,4.07753744390572,30.25,,27.0,84.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,6.922643891475888,30.25,,27.0,84.0,,,,,,,,Evergreen,,,Bark
37.0,140.0,4.143134726391533,30.25,,15.0,86.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,4.394449154672439,30.25,,15.0,86.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,7.1098794630722715,30.25,,15.0,86.0,,,,,,,,Evergreen,,,Bark
37.0,140.0,5.214935757608986,17.81,,23.0,224.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,5.204006687076795,17.81,,23.0,224.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,8.345692873253865,17.81,,23.0,224.0,,,,,,,,Evergreen,,,Bark
37.0,140.0,6.173786103901937,17.81,,25.0,224.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,6.720220155135295,17.81,,25.0,224.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,8.72518249495877,17.81,,25.0,224.0,,,,,,,,Evergreen,,,Bark
37.0,140.0,5.2832037287379885,17.81,,25.0,206.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,6.921658184151129,17.81,,25.0,206.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,9.043340831280013,17.81,,25.0,206.0,,,,,,,,Evergreen,,,Bark
37.0,140.0,5.860786223465865,30.25,,9.0,85.0,,,,,,,,Deciduous,,,Heartwood
37.0,140.0,7.160845906664299,30.25,,9.0,85.0,,,,,,,,Deciduous,,,Sapwood
37.0,140.0,7.845807502637805,30.25,,9.0,85.0,,,,,,,,Deciduous,,,Bark
37.0,140.0,5.568344503761097,30.25,,9.0,83.0,,,,,,,,Deciduous,,,Heartwood
37.0,140.0,5.916202062607435,30.25,,9.0,83.0,,,,,,,,Deciduous,,,Sapwood
37.0,140.0,7.831617276352611,30.25,,9.0,83.0,,,,,,,,Deciduous,,,Bark
37.0,140.0,4.795790545596741,30.25,,19.0,73.6,,,,,,,,Deciduous,,,Heartwood
37.0,140.0,6.042632833682381,30.25,,19.0,73.6,,,,,,,,Deciduous,,,Sapwood
37.0,140.0,7.489412083508719,30.25,,19.0,73.6,,,,,,,,Deciduous,,,Bark
37.0,140.0,5.942799375126701,21.5,,13.0,162.0,,,,,,,,Deciduous,,,Heartwood
37.0,140.0,6.218600119691729,21.5,,13.0,162.0,,,,,,,,Deciduous,,,Sapwood
37.0,140.0,7.963807953231451,21.5,,13.0,162.0,,,,,,,,Deciduous,,,Bark
37.0,140.0,3.8918202981106265,20.98,,14.0,151.0,,,,,,,,Deciduous,,,Heartwood
37.0,140.0,5.056245805348308,20.98,,14.0,151.0,,,,,,,,Deciduous,,,Sapwood
37.0,140.0,7.05617528410041,20.98,,14.0,151.0,,,,,,,,Deciduous,,,Bark
37.0,140.0,7.498315870766981,29.88,,,120.0,,,,,,,,Evergreen,,,Leaf
37.0,140.0,7.847371836159788,29.88,,,120.0,,,,,,,,Evergreen,,,Branch
37.0,140.0,7.79934339821592,29.88,,,120.0,,,,,,,,Evergreen,,,Bark
37.0,140.0,5.081404364984463,29.88,,,120.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,5.820082930352362,29.88,,,120.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,7.024649030453636,30.71,,,129.0,,,,,,,,Evergreen,,,Leaf
37.0,140.0,7.6544432264701125,30.71,,,129.0,,,,,,,,Evergreen,,,Branch
37.0,140.0,7.466799475018602,30.71,,,129.0,,,,,,,,Evergreen,,,Bark
37.0,140.0,4.394449154672439,30.71,,,129.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,4.174387269895637,30.71,,,129.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,4.007333185232471,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,0.0,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,5.5254529391317835,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,3.970291913552122,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,5.484796933490655,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,5.351858133476067,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,6.329720905522696,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,5.484796933490655,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,4.553876891600541,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,4.07753744390572,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,4.23410650459726,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,4.709530201312334,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,4.127134385045092,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,6.175867270105761,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,5.8888779583328805,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,6.634633357861686,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,6.3818160174060985,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,5.739792912179234,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,8.216358332386156,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,7.0909098220799835,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,6.621405651764134,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,6.878326468291325,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,6.19644412779452,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,6.3818160174060985,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,5.942799375126701,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,6.792344427470809,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,4.59511985013459,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,5.14166355650266,20.03,,,460.0,,,,,,,,Evergreen,,,Leaf
37.0,140.0,5.25227342804663,20.03,,,460.0,,,,,,,,Evergreen,,,Leaf
37.0,140.0,5.638354669333745,20.03,,,460.0,,,,,,,,Evergreen,,,Leaf
37.0,140.0,6.647688373563329,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,5.3981627015177525,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,5.351858133476067,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,7.696667081526462,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,7.3783837129967145,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,7.244941546337007,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,7.3783837129967145,20.03,,,460.0,,,,,,,,Evergreen,,,Branch
37.0,140.0,5.968707559985366,20.03,,,460.0,,,,,,,,Evergreen,,,Branch
37.0,140.0,7.550135342488429,20.03,,,460.0,,,,,,,,Evergreen,,,Branch
37.0,140.0,7.438971592395862,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,7.972810784121404,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,7.601402334583733,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,10.085850775128717,20.03,,,460.0,,,,,,,,Deciduous,,,Outer bark
37.0,140.0,8.764209507142004,20.03,,,460.0,,,,,,,,Deciduous,,,Outer bark
37.0,140.0,8.517393171418904,20.03,,,460.0,,,,,,,,Deciduous,,,Outer bark
37.0,140.0,8.839421607620602,20.03,,,460.0,,,,,,,,Evergreen,,,Outer bark
37.0,140.0,8.682877107057168,20.03,,,460.0,,,,,,,,Evergreen,,,Outer bark
37.0,140.0,9.392745258631441,20.03,,,460.0,,,,,,,,Evergreen,,,Outer bark
37.0,140.0,9.680406499268875,20.03,,,460.0,,,,,,,,Deciduous,,,Outer bark
37.0,140.0,9.61587214452889,20.03,,,460.0,,,,,,,,Deciduous,,,Outer bark
37.0,140.0,9.741027444837728,20.03,,,460.0,,,,,,,,Deciduous,,,Outer bark
37.0,140.0,4.795790545596741,20.03,,,460.0,,,,,,,,Deciduous,,,Inner bark
37.0,140.0,5.638354669333745,20.03,,,460.0,,,,,,,,Deciduous,,,Inner bark
37.0,140.0,3.6635616461296463,20.03,,,460.0,,,,,,,,Deciduous,,,Inner bark
37.0,140.0,5.25227342804663,20.03,,,460.0,,,,,,,,Evergreen,,,Inner bark
37.0,140.0,4.875197323201151,20.03,,,460.0,,,,,,,,Evergreen,,,Inner bark
37.0,140.0,5.3981627015177525,20.03,,,460.0,,,,,,,,Evergreen,,,Inner bark
37.0,140.0,5.198497031265826,20.03,,,460.0,,,,,,,,Deciduous,,,Inner bark
37.0,140.0,4.060443010546419,20.03,,,460.0,,,,,,,,Deciduous,,,Inner bark
37.0,140.0,4.248495242049359,20.03,,,460.0,,,,,,,,Deciduous,,,Inner bark
37.0,140.0,4.276666119016055,20.03,,,460.0,,,,,,,,Deciduous,,,Sapwood
37.0,140.0,5.017279836814924,20.03,,,460.0,,,,,,,,Deciduous,,,Sapwood
37.0,140.0,3.2188758248682006,20.03,,,460.0,,,,,,,,Deciduous,,,Sapwood
37.0,140.0,3.044522437723423,20.03,,,460.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,3.1354942159291497,20.03,,,460.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,3.8066624897703196,20.03,,,460.0,,,,,,,,Evergreen,,,Sapwood
37.0,140.0,4.343805421853684,20.03,,,460.0,,,,,,,,Deciduous,,,Sapwood
37.0,140.0,3.4965075614664802,20.03,,,460.0,,,,,,,,Deciduous,,,Sapwood
37.0,140.0,2.833213344056216,20.03,,,460.0,,,,,,,,Deciduous,,,Sapwood
37.0,140.0,3.295836866004329,20.03,,,460.0,,,,,,,,Deciduous,,,Heartwood
37.0,140.0,3.258096538021482,20.03,,,460.0,,,,,,,,Deciduous,,,Heartwood
37.0,140.0,2.1972245773362196,20.03,,,460.0,,,,,,,,Deciduous,,,Heartwood
37.0,140.0,0.0,20.03,,,460.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,2.5649493574615367,20.03,,,460.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,4.143134726391533,20.03,,,460.0,,,,,,,,Evergreen,,,Heartwood
37.0,140.0,2.1972245773362196,20.03,,,460.0,,,,,,,,Deciduous,,,Heartwood
37.0,140.0,0.0,20.03,,,460.0,,,,,,,,Deciduous,,,Heartwood
37.0,140.0,0.0,20.03,,,460.0,,,,,,,,Deciduous,,,Heartwood
37.0,140.0,9.61587214452889,20.03,,,460.0,,,,,,,,Deciduous,,,Litter
37.0,140.0,8.343077871169383,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,6.066108090103747,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,4.709530201312334,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,3.6375861597263857,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,7.901377353792616,20.03,,,460.0,,,,,,,,Deciduous,,,Litter
37.0,140.0,7.3783837129967145,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,6.236369590203704,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,5.081404364984463,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,5.14166355650266,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,9.210440366976517,20.03,,,460.0,,,,,,,,Deciduous,,,Litter
37.0,140.0,6.792344427470809,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,5.198497031265826,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,3.6375861597263857,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,3.258096538021482,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,10.12667110305036,20.03,,,460.0,,,,,,,,Deciduous,,,Litter
37.0,140.0,7.783640596221253,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,6.133398042996649,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,5.673323267171493,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,4.875197323201151,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,9.680406499268875,20.03,,,460.0,,,,,,,,Deciduous,,,Litter
37.0,140.0,7.00397413672268,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,6.311734809152915,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,5.739792912179234,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,5.993961427306569,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,6.710523109452428,20.03,,,460.0,,,,,,,,Deciduous,,,Litter
37.0,140.0,6.447305862541213,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,5.564520407322694,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,5.25227342804663,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,4.2626798770413155,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,10.404293143019792,20.03,,,460.0,,,,,,,,Evergreen,,,Litter
37.0,140.0,9.392745258631441,20.03,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,5.5254529391317835,20.03,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,4.189654742026425,20.03,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,4.060443010546419,20.03,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,10.373522431293592,20.03,,,460.0,,,,,,,,Evergreen,,,Litter
37.0,140.0,8.412054873292933,20.03,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,4.1588830833596715,20.03,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,3.4011973816621555,20.03,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,3.091042453358316,20.03,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,10.12667110305036,20.03,,,460.0,,,,,,,,Evergreen,,,Litter
37.0,140.0,7.170888478512505,20.03,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,5.564520407322694,20.03,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,5.14166355650266,20.03,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,4.30406509320417,20.03,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,4.30406509320417,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,5.602118820879701,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,9.61587214452889,20.03,,,460.0,,,,,,,,Deciduous,,,Litter
37.0,140.0,7.937731775260109,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,4.709530201312334,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,2.9444389791664403,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,0.0,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,5.14166355650266,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,0.0,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,0.0,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,7.00397413672268,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,5.351858133476067,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,0.0,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,0.0,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,6.042632833682381,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,0.0,20.03,,,460.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,0.0,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,7.3783837129967145,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,6.580639137284949,20.03,,,460.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,8.748463629942055,20.03,,,460.0,,,,,,,,Deciduous,,,Litter
37.0,140.0,7.601402334583733,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,7.00397413672268,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,4.31748811353631,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,3.5263605246161616,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,10.12667110305036,20.03,,,460.0,,,,,,,,Deciduous,,,Litter
37.0,140.0,7.601402334583733,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,5.8888779583328805,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,4.795790545596741,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,3.871201010907891,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,8.03947991910045,20.03,,,460.0,,,,,,,,Deciduous,,,Litter
37.0,140.0,8.31898612539206,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,4.127134385045092,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,0.0,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,0.0,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,9.798182590890704,20.03,,,460.0,,,,,,,,Deciduous,,,Litter
37.0,140.0,5.707110264748875,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,5.081404364984463,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,4.382026634673881,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,3.332204510175204,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,9.90353755128617,20.03,,,460.0,,,,,,,,Deciduous,,,Litter
37.0,140.0,8.216358332386156,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,4.61512051684126,20.03,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,3.044522437723423,20.18,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,2.1972245773362196,20.18,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,8.343077871169383,20.18,,,460.0,,,,,,,,Deciduous,,,Litter
37.0,140.0,8.434028950155469,20.18,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,5.564520407322694,20.18,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,5.14166355650266,20.18,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,4.174387269895637,20.18,,,460.0,,,,,,,,Deciduous,,,Mineral soil
37.0,140.0,10.463131911491967,20.18,,,460.0,,,,,,,,Evergreen,,,Litter
37.0,140.0,8.665785595466064,20.18,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,6.698268054115413,20.18,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,3.332204510175204,20.18,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,3.332204510175204,20.18,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,10.203629181337648,20.18,,,460.0,,,,,,,,Evergreen,,,Litter
37.0,140.0,7.170888478512505,20.18,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,5.081404364984463,20.18,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,2.1972245773362196,20.18,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,0.0,20.18,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,9.105090961257085,20.18,,,460.0,,,,,,,,Evergreen,,,Litter
37.0,140.0,7.550135342488429,20.18,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,5.14166355650266,20.18,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,3.367295829986474,20.18,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,0.0,20.18,,,460.0,,,,,,,,Evergreen,,,Mineral soil
37.0,140.0,5.198497031265826,18.2,,,599.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,6.792344427470809,18.2,,,599.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,6.621405651764134,18.2,,,599.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,6.255750041753367,18.2,,,599.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,6.3818160174060985,18.2,,,599.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,7.0909098220799835,18.2,,,599.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,8.101980731853192,18.2,,,599.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,7.244941546337007,18.2,,,599.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,8.216358332386156,18.2,,,599.0,,,,,,,,Deciduous,,,Leaf
37.0,140.0,6.803505257608338,18.2,,,599.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,6.836259277277067,18.2,,,599.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,6.523562306149512,18.2,,,599.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,6.734591659972948,18.2,,,599.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,7.00397413672268,18.2,,,599.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,6.634633357861686,18.2,,,599.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,7.0909098220799835,18.2,,,599.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,7.0909098220799835,18.2,,,599.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,7.438971592395862,18.2,,,599.0,,,,,,,,Deciduous,,,Branch
37.0,140.0,8.575650760987806,18.2,,,599.0,,,,,,,,Deciduous,,,Outer bark
