Latitude_(deg),Longitude_(deg),Activity_concentration,Distance_from_FDNPP,Total_biomass,Tree_height,Elevation,Mushroom_animal_name_encoded,Variance_type_inv_encoded,Wild_Grown_mushroom_encoded,Leaf/ring_age_encoded,Slope_aspect_encoded,Position_on_slope_encoded,Thickness_type_litter_encoded,Leaf_habit_encoded,Parts_animal_encoded,Mushroom_animal_scientific_name_encoded,Parts_encoded
37.0,140.0,2.6390573296152584,75.94,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,2.6390573296152584,73.3,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,2.8903717578961645,73.7,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,139.0,0.0,131.57,,,,129,1,1,43,7,7,58,0,0,191,15
37.0,139.0,0.0,131.57,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,139.0,0.0,131.03,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,139.0,0.0,131.03,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.060443010546419,61.31,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,0.0,61.43,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,0.0,61.43,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.709530201312334,76.85,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.1780538303479458,76.34,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,139.0,0.0,122.57,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,139.0,0.0,122.57,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,139.0,0.0,115.34,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,1.9459101490553128,61.31,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,1.791759469228055,60.3,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,0.0,40.39,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,139.0,0.0,115.66,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,139.0,0.0,97.73,,,,129,1,1,43,7,7,58,0,0,191,15
37.0,139.0,0.0,97.73,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,139.0,0.0,97.73,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,139.0,0.0,102.41,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,0.0,58.17,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,2.5649493574615367,61.46,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,2.5649493574615367,88.23,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,2.8903717578961645,88.23,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,0.0,88.23,,,,129,1,1,43,7,7,58,0,0,191,15
37.0,140.0,3.4011973816621555,57.41,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.948759890378168,40.39,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,0.0,45.48,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.258096538021482,46.33,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,0.0,46.33,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,6.293419278846481,48.29,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.80666248977032,48.29,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,6.19644412779452,43.45,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,5.638354669333745,35.13,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.795790545596741,44.74,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.555348061489413,28.81,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.948759890378168,28.16,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,2.19722457733622,31.51,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,5.8888779583328805,44.4,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,5.081404364984463,40.7,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.174387269895637,26.78,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.367295829986474,24.73,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.5217885770490405,23.76,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,5.638354669333745,30.72,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.5263605246161616,30.72,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.709530201312334,42.64,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.158883083359672,41.13,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.8501476017100575,19.94,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,5.081404364984463,17.88,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,2.6390573296152584,18.93,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.737669618283368,22.93,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,1.9459101490553128,45.21,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.584967478670572,40.05,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,2.833213344056216,37.14,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.5263605246161616,37.14,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,6.398594934535208,26.61,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,7.650168700845001,26.61,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,5.25227342804663,14.76,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,0.0,17.71,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,2.4849066497880004,20.94,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.23410650459726,20.94,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,6.042632833682381,26.43,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,6.46302945692067,19.2,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,6.647688373563329,9.37,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,6.018593214496234,17.66,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,7.650168700845001,74.84,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,8.294299608857235,76.51,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,7.313886831633462,76.15,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,7.696667081526462,69.91,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,7.601402334583733,69.91,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,8.188966863648876,69.91,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,7.438971592395862,73.88,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,7.601402334583733,75.94,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,6.255750041753367,75.94,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,5.303304908059076,73.3,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,6.898714534329988,73.7,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,139.0,4.0943445622221,131.57,,,,129,1,1,43,7,7,58,0,0,191,29
37.0,139.0,4.143134726391533,131.57,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,139.0,5.14166355650266,131.03,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,139.0,4.574710978503383,131.03,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,7.972810784121404,61.31,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,7.00397413672268,61.43,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,7.313886831633462,61.43,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,7.496097345175956,76.85,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,5.564520407322694,76.34,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,139.0,4.262679877041316,122.57,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,139.0,3.688879454113936,122.57,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,139.0,5.638354669333745,115.34,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,5.017279836814924,61.31,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,6.311734809152915,60.3,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,2.302585092994046,40.39,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,139.0,4.007333185232471,115.66,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,139.0,4.948759890378168,97.73,,,,129,1,1,43,7,7,58,0,0,191,29
37.0,139.0,2.5649493574615367,97.73,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,139.0,5.14166355650266,97.73,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,139.0,3.49650756146648,102.41,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,5.916202062607435,58.17,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,4.875197323201151,61.46,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,5.564520407322694,88.23,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,5.198497031265826,88.23,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,5.351858133476067,88.23,,,,129,1,1,43,7,7,58,0,0,191,29
37.0,140.0,7.783640596221253,57.41,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,8.24301946898925,40.39,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,6.85751406254539,45.48,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,7.650168700845001,46.33,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,4.709530201312334,46.33,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,8.101980731853192,48.29,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,9.305741456739437,48.29,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,11.338583982516496,43.45,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,9.39274525863144,35.13,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,9.305741456739437,44.74,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,7.00397413672268,28.81,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,8.648396877031582,28.16,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,7.496097345175956,31.51,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,8.77971129020447,44.4,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,9.39274525863144,40.7,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,7.8636512654486515,26.78,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,8.45553053102413,24.73,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,7.378383712996714,23.76,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,10.373522431293592,30.72,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,8.732465848349879,30.72,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,7.824445930877619,42.64,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,6.647688373563329,41.13,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,5.831882477283517,19.94,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,8.412054873292933,17.88,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,5.564520407322694,18.93,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,5.564520407322694,22.93,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,7.00397413672268,45.21,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,7.496097345175956,40.05,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,8.575650760987806,37.14,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,7.824445930877619,37.14,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,8.867990898182093,26.61,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,8.962007209588313,26.61,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,8.594339400592892,14.76,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,9.472781556562168,17.71,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,7.244941546337007,20.94,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,8.630700432209832,20.94,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,8.294299608857235,26.43,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,9.90353755128617,19.2,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,9.04793908261736,9.37,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,7.601402334583733,17.66,,,,129,1,1,43,7,7,58,3,0,191,29
37.0,140.0,1.9459101490553128,74.84,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,4.709530201312334,76.51,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,0.0,76.15,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,2.833213344056216,69.91,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,0.0,69.91,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,3.4339872044851463,69.91,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,3.6375861597263857,73.88,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,3.6375861597263857,75.94,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,2.772588722239781,75.94,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,2.70805020110221,73.3,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,2.9444389791664403,73.7,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,139.0,0.0,131.57,,,,129,1,1,43,7,7,58,0,0,191,33
37.0,139.0,0.0,131.57,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,139.0,0.0,131.03,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,139.0,0.0,131.03,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,2.995732273553991,61.31,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,2.6390573296152584,61.43,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,0.0,61.43,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,3.970291913552122,76.85,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,3.295836866004329,76.34,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,139.0,0.0,122.57,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,139.0,0.0,122.57,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,139.0,0.0,115.34,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,0.0,61.31,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,2.079441541679836,60.3,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,0.0,40.39,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,139.0,0.0,115.66,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,139.0,0.0,97.73,,,,129,1,1,43,7,7,58,0,0,191,33
37.0,139.0,0.0,97.73,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,139.0,0.0,97.73,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,139.0,0.0,102.41,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,0.0,58.17,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,0.0,61.46,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,2.19722457733622,88.23,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,3.4011973816621555,88.23,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,0.0,88.23,,,,129,1,1,43,7,7,58,0,0,191,33
37.0,140.0,3.1780538303479458,57.41,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,3.1780538303479458,40.39,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,2.833213344056216,45.48,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,2.302585092994046,46.33,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,1.9459101490553128,46.33,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,4.875197323201151,48.29,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,3.8501476017100575,48.29,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,5.017279836814924,43.45,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,4.406719247264253,35.13,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,4.948759890378168,44.74,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,3.9889840465642745,28.81,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,4.709530201312334,28.16,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,2.19722457733622,31.51,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,4.795790545596741,44.4,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,4.110873864173311,40.7,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,5.564520407322694,26.78,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,3.58351893845611,24.73,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,4.5217885770490405,23.76,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,5.081404364984463,30.72,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,3.9318256327243257,30.72,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,3.970291913552122,42.64,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,4.454347296253507,41.13,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,3.295836866004329,19.94,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,4.248495242049359,17.88,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,2.3978952727983707,18.93,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,2.995732273553991,22.93,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,3.044522437723423,45.21,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,4.02535169073515,40.05,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,4.143134726391533,37.14,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,3.218875824868201,37.14,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,6.431331081933479,26.61,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,6.814542897259958,26.61,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,4.553876891600541,14.76,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,4.02535169073515,17.71,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,3.4339872044851463,20.94,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,4.110873864173311,20.94,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,5.442417710521793,26.43,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,6.154858094016418,19.2,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,7.313886831633462,9.37,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,5.14166355650266,17.66,,,,129,1,1,43,7,7,58,3,0,191,33
37.0,140.0,3.1780538303479458,74.84,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.709530201312334,76.51,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,2.772588722239781,76.15,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.295836866004329,69.91,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.6375861597263857,69.91,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.5263605246161616,69.91,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.091042453358316,73.88,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.795790545596741,75.94,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,2.079441541679836,75.94,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,2.772588722239781,73.3,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.4339872044851463,73.7,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,139.0,0.0,131.57,,,,129,1,1,43,7,7,58,0,0,191,15
37.0,139.0,0.0,131.57,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,139.0,0.0,131.03,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,139.0,0.0,131.03,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.553876891600541,61.31,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,2.19722457733622,61.43,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,0.0,61.43,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,5.017279836814924,76.85,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.332204510175204,76.34,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,139.0,0.0,122.57,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,139.0,0.0,122.57,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,139.0,1.9459101490553128,115.34,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,2.5649493574615367,61.31,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.4011973816621555,60.3,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,0.0,40.39,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,139.0,0.0,115.66,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,139.0,0.0,97.73,,,,129,1,1,43,7,7,58,0,0,191,15
37.0,139.0,0.0,97.73,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,139.0,0.0,97.73,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,139.0,0.0,102.41,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,2.9444389791664403,58.17,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,0.0,61.46,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,2.8903717578961645,88.23,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.784189633918261,88.23,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,0.0,88.23,,,,129,1,1,43,7,7,58,0,0,191,15
37.0,140.0,3.951243718581428,57.41,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,5.303304908059076,40.39,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,2.19722457733622,45.48,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.58351893845611,46.33,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,0.0,46.33,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,6.175867270105761,48.29,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.80666248977032,48.29,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,5.802118375377063,43.45,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,6.089044875446846,35.13,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,5.3981627015177525,44.74,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.204692619390966,28.81,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,5.25227342804663,28.16,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.828641396489095,31.51,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,6.175867270105761,44.4,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,5.942799375126701,40.7,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,5.017279836814924,26.78,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.912023005428146,24.73,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.795790545596741,23.76,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,5.968707559985366,30.72,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.555348061489413,30.72,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,5.484796933490655,42.64,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.060443010546419,41.13,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.737669618283368,19.94,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,5.739792912179234,17.88,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,1.9459101490553128,18.93,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.330733340286331,22.93,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,2.70805020110221,45.21,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.948759890378168,40.05,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.143134726391533,37.14,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,4.110873864173311,37.14,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,6.311734809152915,26.61,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,7.901377353792616,26.61,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,5.739792912179234,14.76,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,3.951243718581428,17.71,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,2.3978952727983707,20.94,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,5.017279836814924,20.94,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,6.523562306149512,26.43,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,7.650168700845001,19.2,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,6.898714534329988,9.37,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,6.175867270105761,17.66,,,,129,1,1,43,7,7,58,3,0,191,15
37.0,140.0,6.111467339502679,74.84,,,,129,1,1,43,7,7,58,3,0,191,1
37.0,140.0,8.594339400592892,76.51,,,,129,1,1,43,7,7,58,3,0,191,1
37.0,140.0,7.741099090035366,76.15,,,,129,1,1,43,7,7,58,3,0,191,1
37.0,140.0,8.294299608857235,69.91,,,,129,1,1,43,7,7,58,3,0,191,1
37.0,140.0,7.901377353792616,69.91,,,,129,1,1,43,7,7,58,3,0,191,1
37.0,140.0,6.647688373563329,69.91,,,,129,1,1,43,7,7,58,3,0,191,1
37.0,140.0,8.909370405197466,73.88,,,,129,1,1,43,7,7,58,3,0,191,1
37.0,140.0,8.294299608857235,75.94,,,,129,1,1,43,7,7,58,3,0,191,1
37.0,140.0,7.378383712996714,75.94,,,,129,1,1,43,7,7,58,3,0,191,1
37.0,140.0,6.3473892096560105,73.3,,,,129,1,1,43,7,7,58,3,0,191,1
37.0,140.0,7.00397413672268,73.7,,,,129,1,1,43,7,7,58,3,0,191,1
37.0,139.0,2.70805020110221,131.57,,,,129,1,1,43,7,7,58,0,0,191,1
37.0,139.0,0.0,131.57,,,,129,1,1,43,7,7,58,3,0,191,1
37.0,139.0,0.0,131.03,,,,129,1,1,43,7,7,58,3,0,191,1
